Column 1,user_id,signup_time,purchase_time,signup_time-purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address,N[device_id]
71299,285073,03/28/2015 2:52 AM,05/22/2015 9:35 PM,80323,12,ITNBNUASXNJIL,SEO,Safari,F,25,3828573393,1
120873,160619,01/26/2015 1:01 AM,03/01/2015 1:25 PM,49704,27,JHEZQGMTXRLII,SEO,Safari,F,28,1390930071,1
91438,46325,06/03/2015 4:10 PM,08/28/2015 12:31 AM,122901,18,DIWAALQDJZIBQ,Direct,Chrome,M,43,2258560248,1
23744,33779,07/26/2015 11:44 PM,09/03/2015 12:36 PM,55492,9,MSNINYRCPSDYT,SEO,Safari,M,35,2734880804,1
119997,131593,07/18/2015 4:20 AM,08/11/2015 9:17 AM,34857,16,UWUJPTYXHDXND,Ads,Chrome,F,39,1235144333,1
77046,3923,04/23/2015 8:56 AM,06/27/2015 1:37 PM,93881,11,EABUXLLMPRHEC,SEO,Safari,M,36,36647452.68,1
78100,25931,07/14/2015 6:23 PM,09/01/2015 12:42 PM,70219,50,EKYOQGEBHMOSB,SEO,IE,M,46,2038406569,1
146610,141428,06/08/2015 7:28 PM,07/05/2015 6:07 AM,38079,9,ZIIKGIGFHNCXV,Ads,Safari,M,18,4145765488,1
2626,140793,05/21/2015 6:03 PM,08/10/2015 6:50 AM,115967,68,RXEBFFVACGCXM,Direct,IE,M,36,434966340.3,1
72159,210626,03/26/2015 5:04 AM,06/15/2015 4:23 AM,116599,12,XLBKRDZYTKFZO,Ads,Chrome,F,29,1628987661,1
50517,379626,05/27/2015 3:13 AM,08/22/2015 9:30 PM,126377,77,EHMFQOZSVYVCA,Ads,Chrome,M,24,1402621457,1
113197,162685,02/03/2015 11:32 AM,05/11/2015 3:28 AM,139196,58,VVVEXCAGGLDSV,Ads,IE,F,22,2897087997,1
72726,253060,03/20/2015 10:44 PM,06/17/2015 8:02 AM,127278,38,QTGVMWHBLTUKI,Ads,FireFox,M,19,2194971891,1
59606,213940,01/01/2015 5:21 PM,01/01/2015 5:21 PM,0,59,OGBNHQHDZLGFZ,Ads,Chrome,M,33,1443895590,13
98599,281150,04/18/2015 3:08 AM,04/28/2015 5:32 PM,15264,54,HIONKGBJDLWMW,Ads,IE,F,42,2354865972,1
61973,130892,01/10/2015 6:32 AM,01/10/2015 6:32 AM,0,26,IGKYVZDBEGALB,Ads,Opera,M,39,1800549620,16
93953,97970,04/16/2015 1:50 AM,08/13/2015 5:16 PM,172286,24,WGLVILGEFCURH,Ads,Chrome,F,30,86142505.69,2
67777,127938,02/19/2015 12:08 PM,03/29/2015 10:24 PM,55336,54,WBQTLEWJUOYUA,SEO,Chrome,F,43,2293207563,1
107180,308370,04/21/2015 11:44 PM,08/02/2015 12:51 PM,147667,34,ISPSNIRYKYBZZ,Ads,Chrome,M,39,3714981892,1
37415,270541,06/21/2015 12:39 PM,10/05/2015 5:42 AM,152223,45,ZFGIXSAWVKTJM,Ads,IE,M,27,257246025.9,1
133382,44495,07/07/2015 1:18 AM,08/03/2015 5:45 PM,39867,19,VUYIUIYGNKISI,Direct,Safari,F,49,3966497001,1
36828,210816,07/31/2015 2:06 PM,11/26/2015 3:57 PM,170031,20,IANYVXCNKTIYB,Direct,IE,F,32,535061951.8,1
137228,85698,05/09/2015 10:01 AM,07/20/2015 2:39 PM,103958,49,JRLJCOTVTZBKL,SEO,Safari,M,45,2900507232,1
136048,2700,04/09/2015 2:57 PM,08/06/2015 11:26 PM,171869,10,DWKJWTQMXAZES,Ads,Safari,F,27,21956422.71,1
35590,23668,06/13/2015 2:16 PM,08/04/2015 11:51 AM,74735,11,KYNUKRDMVCYMY,SEO,Chrome,F,31,2185709595,1
36663,52767,05/20/2015 1:19 AM,07/30/2015 9:04 AM,102705,19,TEKJLZHYNPXUQ,SEO,Chrome,F,39,1570441880,1
90043,172243,08/15/2015 4:16 PM,08/24/2015 5:31 AM,12315,17,DEBVYPGVWNFVT,Ads,Chrome,F,35,1788609164,1
117723,277962,01/18/2015 7:55 AM,02/07/2015 12:40 PM,29085,38,KFIQADKTULGYE,SEO,IE,M,23,2682595181,1
55815,201350,04/13/2015 12:37 AM,06/23/2015 5:21 PM,103244,47,OWDXMPBDORKMX,Ads,Safari,M,30,4245993310,1
32834,178262,06/18/2015 1:16 PM,07/18/2015 4:13 AM,42657,76,WAYRPMGUWBLRF,Ads,Chrome,M,34,18488471.21,1
139735,102606,01/10/2015 7:45 AM,03/26/2015 12:36 AM,107571,48,LQXZGPLMKAJJV,Ads,Safari,F,33,1259716331,8
60138,200004,01/02/2015 7:44 PM,01/02/2015 7:44 PM,0,49,IXNWEKWJGNLNH,SEO,Safari,M,19,2171613306,16
99801,372479,03/29/2015 5:36 PM,06/03/2015 10:02 AM,94586,30,DDTWHLKLYCITN,SEO,IE,F,32,3682575971,1
113648,298947,03/20/2015 7:29 PM,04/18/2015 8:22 AM,41093,68,HZOFLCLWIPLUZ,SEO,FireFox,M,51,1759163524,1
86518,368743,07/29/2015 9:15 PM,10/08/2015 3:45 PM,101910,55,IAMXRDVKHTZZU,Ads,Chrome,M,19,3537606202,1
115485,210826,05/26/2015 11:39 PM,07/21/2015 11:26 AM,79907,26,VIVGIDZMDAVCI,Ads,Safari,M,24,1153947685,1
136413,152778,08/03/2015 9:10 AM,08/05/2015 1:32 AM,2422,53,GKLRRRFCUUGJN,SEO,Chrome,M,31,1098287026,1
10975,310815,02/14/2015 9:06 PM,03/26/2015 8:13 PM,57547,20,GIUSONDBIVTMO,Direct,Chrome,M,28,4211615090,1
131495,58756,04/13/2015 7:41 AM,05/13/2015 7:08 AM,43167,24,VNWDJVJSWRUBG,SEO,Chrome,F,22,3993280567,1
65777,65133,02/09/2015 10:55 AM,04/24/2015 5:07 PM,106932,29,AHPJZXLKJIWFU,Ads,FireFox,M,40,3592946229,1
38598,316777,01/13/2015 3:20 AM,03/09/2015 4:44 PM,80004,37,TWOWRJOSFCJCE,SEO,Safari,M,55,3061294245,1
10603,30569,06/07/2015 4:25 PM,09/16/2015 11:50 PM,145885,34,NFAIREYABJTKY,Ads,Chrome,F,33,3701471647,1
98704,216904,04/29/2015 11:24 AM,08/19/2015 10:59 AM,161255,49,SLWONWNHSQQBX,SEO,IE,M,29,1781876030,1
97678,29919,03/18/2015 8:33 AM,04/17/2015 7:28 PM,43855,12,ULHRXHDAMARBU,SEO,IE,M,33,3958783331,1
68756,323070,01/09/2015 12:26 AM,01/09/2015 12:26 AM,0,35,ITTGEOLQMZPCA,Ads,FireFox,F,27,2942886168,11
117745,65999,01/07/2015 4:00 AM,04/09/2015 6:05 AM,132605,48,WJCYTZIUMUYBL,SEO,IE,M,38,2201614051,1
92994,199709,01/04/2015 1:34 AM,02/02/2015 2:32 AM,41818,38,LLEAJCCYHVRLL,SEO,Safari,F,28,2652982694,1
41255,178060,05/24/2015 6:41 PM,08/29/2015 4:39 AM,138838,23,HTJJNCTSDRNHV,Ads,IE,F,34,2504549905,1
19723,348520,06/05/2015 11:09 AM,10/01/2015 7:58 PM,170449,50,SMIHMTDVHPERV,SEO,IE,F,31,2727407339,2
83780,331673,02/13/2015 3:35 AM,04/10/2015 6:05 AM,80790,34,JRMTDKCFRNAQH,Ads,Safari,M,25,713135039.2,1
109133,319409,08/07/2015 4:54 PM,08/17/2015 3:30 AM,13596,32,WKIDUFBRJAHTV,Direct,IE,F,36,3589703256,1
117215,276353,07/18/2015 5:30 AM,11/04/2015 12:35 PM,157385,24,EZUGNXNSJXILP,SEO,IE,M,41,3579414348,1
52979,113582,05/25/2015 5:09 AM,08/18/2015 7:02 AM,122513,30,YYJEEGFSZFAUX,SEO,IE,F,32,1035772486,1
34558,116561,02/17/2015 9:39 PM,05/07/2015 10:18 PM,113799,22,DAZIZBEOIAZBH,SEO,Chrome,F,32,616546917.9,1
147477,206775,07/16/2015 8:30 PM,10/15/2015 6:19 AM,130189,52,SBMPSBAHIJCJD,Direct,IE,M,43,2220012369,1
34623,68157,05/19/2015 6:47 PM,07/18/2015 7:50 AM,85743,35,KUWLTNEBVZSUT,Ads,FireFox,F,39,2027600861,1
40467,250388,01/13/2015 10:47 PM,04/06/2015 4:38 PM,119151,25,RZJEMYBHNBIIP,Direct,Chrome,M,36,4074820604,1
68380,156073,07/07/2015 11:07 PM,08/27/2015 11:21 AM,72734,44,BEFRAUWANMNMW,SEO,Chrome,M,29,3757223256,1
114925,391693,08/11/2015 5:15 AM,09/26/2015 9:04 PM,67189,35,LYVSGBCPWMHYA,Ads,FireFox,M,20,3162564332,1
56929,109592,05/18/2015 8:35 PM,07/23/2015 9:04 AM,94349,25,PTSPZIRAZUHAU,SEO,IE,F,32,4033710584,2
72746,90054,07/15/2015 10:31 PM,09/07/2015 12:13 PM,77142,56,PHWXUVSPOQTUF,Ads,Chrome,M,34,1780319994,1
125079,19089,05/21/2015 7:49 AM,09/12/2015 1:19 PM,164490,28,HUAROZNOEWRIZ,Direct,Safari,M,31,2256343243,1
23713,398690,03/18/2015 3:16 PM,03/29/2015 7:44 AM,15388,32,LRLDNWHXKCJFF,SEO,IE,M,45,384260593.8,2
129762,220628,05/13/2015 1:27 PM,06/03/2015 11:12 PM,30825,30,XOYJJTSKQNAQT,SEO,Chrome,M,18,639884944.7,1
6555,177501,07/23/2015 4:56 PM,10/22/2015 12:58 PM,130802,37,KPLMXOIKYSPWR,Ads,FireFox,M,34,68464559.76,1
92039,307678,04/27/2015 11:49 AM,05/25/2015 11:20 PM,41011,34,BZHXJFGJLWQAO,Direct,Safari,M,31,3800180048,1
98032,371707,08/06/2015 4:09 PM,10/01/2015 4:51 AM,79962,22,BHKWEOCRXLLCD,SEO,Opera,M,29,3014751848,1
83352,373390,01/15/2015 3:44 AM,01/21/2015 8:04 AM,8900,22,MPGXGWOSAOMOO,Direct,Chrome,M,31,3914617319,1
22319,176619,05/19/2015 12:18 PM,07/08/2015 10:15 PM,72597,14,TZKLBBJQYNZAT,SEO,FireFox,M,26,4106500447,1
126668,65104,01/15/2015 4:27 AM,04/05/2015 2:28 AM,115081,16,OGCPQIFPBZUPX,Ads,Chrome,M,33,3747715312,1
109924,229920,04/06/2015 11:27 AM,06/04/2015 6:40 AM,84673,20,GQSKJAIMJRGNP,SEO,FireFox,M,36,1074083453,1
147441,36467,04/28/2015 3:55 PM,05/29/2015 1:58 PM,44523,36,LXARNFWWGBOJU,SEO,Chrome,M,37,2685775204,1
51284,169370,01/24/2015 8:23 AM,04/05/2015 7:21 AM,102178,49,YBQDDHRPCWGYJ,Ads,IE,M,18,2087565784,1
54236,340228,02/13/2015 3:46 AM,06/02/2015 2:49 AM,156903,15,ZFMLKJXSZIVCC,Direct,FireFox,M,34,4213970285,1
47929,327091,06/04/2015 7:50 AM,08/06/2015 3:04 PM,91154,49,CEOENLYYLLIZH,SEO,Safari,M,46,1467678173,1
110259,154170,06/24/2015 2:58 AM,08/19/2015 10:25 AM,81087,39,MOZPVNXTVXVCC,SEO,Chrome,F,35,3786989119,1
59645,49059,03/31/2015 6:15 AM,04/16/2015 5:21 AM,22986,63,EHNOKPWIYTPRO,Ads,Chrome,F,60,3469188888,1
140615,38233,05/22/2015 7:53 AM,05/31/2015 5:19 AM,12806,25,LICIWMHORSOKT,Ads,Safari,F,19,688480753.5,2
19122,276627,07/26/2015 2:28 PM,07/31/2015 11:05 AM,6997,31,SGIHCJGQGDDOL,SEO,FireFox,F,23,1596602449,1
66990,33744,01/21/2015 2:59 AM,05/04/2015 1:25 AM,148226,79,OUYYPCDJSEARR,Direct,Chrome,M,40,3541543468,1
37914,330669,05/10/2015 4:43 AM,05/13/2015 10:12 AM,4649,20,OJDYNEYYLYIUV,Ads,FireFox,F,39,115618481.4,1
10607,164469,05/17/2015 8:40 PM,08/05/2015 5:08 PM,114988,55,QSSNUMEMNKHKN,Ads,Safari,M,34,307848305.1,1
21068,153143,08/15/2015 8:57 AM,10/31/2015 11:29 PM,111752,31,SWDXGLROSUXFI,Ads,Opera,M,33,1256170748,1
88253,87208,04/12/2015 2:47 AM,05/28/2015 11:01 PM,67454,47,NLVVPBUEAGGFM,SEO,Safari,M,29,3926912436,1
80079,376127,01/08/2015 8:52 AM,01/08/2015 8:52 AM,0,49,BKEJEPLXYSLGJ,SEO,IE,M,42,708680382.1,9
145650,325738,04/04/2015 5:41 AM,05/16/2015 9:00 PM,61399,38,FAAWWTUGZCYTR,SEO,IE,M,24,172802193.9,1
72522,289177,02/07/2015 5:06 PM,05/13/2015 5:26 PM,136820,64,MVZYNUROBUVPF,Direct,Chrome,F,36,1026770921,1
45666,175593,08/11/2015 5:40 PM,09/12/2015 10:44 AM,45664,79,TZXBHSRNTVRZF,Ads,IE,F,26,2856461856,1
33253,103127,03/23/2015 11:48 AM,06/12/2015 6:58 PM,117070,29,KIIASVHQBMARF,Direct,FireFox,M,32,1218008491,1
35131,83974,05/28/2015 10:37 AM,06/01/2015 5:49 PM,6192,33,ILKHYRYFKZNGM,Direct,Chrome,F,38,1630317917,1
131620,17509,05/21/2015 7:22 PM,08/24/2015 2:41 PM,136519,78,KDLTHUHBFFZCQ,Ads,Chrome,M,32,609907381.8,1
59182,367989,05/17/2015 2:20 AM,06/20/2015 4:14 AM,49074,60,EUOSMNQXXBTEX,Ads,Chrome,M,44,1066364581,1
7800,277931,05/19/2015 4:12 PM,07/01/2015 2:25 PM,61813,27,GOFDHVUCHOHLO,Ads,Chrome,M,28,3655559193,2
82691,156884,07/11/2015 12:57 AM,09/06/2015 6:33 AM,82416,24,IXXBRXGGLASXX,Direct,Chrome,M,24,4270146068,1
80661,134570,02/08/2015 3:11 PM,03/17/2015 8:50 AM,52899,23,ZUFISNHGLDNLN,SEO,IE,M,28,2186699012,1
72189,217270,02/07/2015 8:24 AM,03/10/2015 8:50 PM,45386,12,OKFABGDWTBEOF,SEO,IE,M,27,2455435888,1
102241,66046,05/04/2015 1:50 AM,08/10/2015 9:38 AM,141588,44,TXNTHCJZNVKDP,Ads,Chrome,M,50,497407236.5,1
139123,328077,04/17/2015 4:01 PM,05/24/2015 7:26 AM,52765,52,WBOEDOQYCJGLL,SEO,Opera,M,32,2074936804,1
113209,323972,07/26/2015 6:28 PM,10/04/2015 6:09 PM,100781,24,JJWFVAIOXHOLV,Ads,Chrome,M,54,3880340419,1
2714,58022,03/21/2015 1:44 AM,05/24/2015 6:37 PM,93173,16,AYJNMVEYFANMF,SEO,Safari,F,37,2672069011,1
141441,45575,03/21/2015 3:34 AM,03/22/2015 6:10 PM,2316,35,MWBBDUDJYUFTK,SEO,Safari,M,19,3238548756,1
127240,21781,04/26/2015 7:36 AM,06/22/2015 6:42 AM,82026,41,NMQBWHSMOAPAL,Ads,FireFox,F,38,916845277.5,1
20074,149325,07/03/2015 1:41 PM,08/27/2015 9:16 PM,79655,23,ONIZJZJRVBEXO,SEO,Chrome,F,31,821141051,1
131942,3236,06/02/2015 5:02 AM,06/04/2015 6:47 PM,3705,39,WEDXTIDFDESRZ,Ads,Chrome,M,47,3618851553,1
46933,47984,06/19/2015 5:13 PM,07/19/2015 6:03 PM,43250,44,ZTSRTEYYSXNDF,SEO,IE,M,43,329984042.6,1
38011,391074,02/03/2015 6:05 AM,03/20/2015 2:24 PM,65299,46,OQTRCAUQWCMPU,SEO,IE,M,34,2611529868,1
24595,141359,01/16/2015 12:02 AM,03/04/2015 9:11 PM,68949,37,YKGWZQPMILIUV,Ads,Safari,F,49,3871607828,1
17204,207841,05/07/2015 12:49 AM,08/13/2015 4:56 PM,142087,12,JDTHMYPHUGDOJ,Direct,FireFox,F,39,4111571952,1
37547,285018,04/24/2015 4:56 AM,05/17/2015 8:08 PM,34032,69,UAHZLPDBSNOGK,SEO,Chrome,M,37,440774524.7,1
141054,13935,08/14/2015 2:45 AM,09/12/2015 1:47 PM,42422,45,VKKHWFFPHPXBC,Ads,IE,M,38,3150332033,1
25223,145083,03/14/2015 6:23 PM,05/13/2015 4:34 AM,85571,46,ZDBUCYPWMOVKQ,Direct,Chrome,F,25,2678168740,1
149219,147204,02/26/2015 11:01 AM,03/28/2015 9:39 AM,43118,39,XJBDUZKIPWEEC,Direct,Chrome,F,35,271052673.1,1
68808,155283,02/06/2015 10:34 PM,04/25/2015 6:47 AM,111373,9,CSDKJIDCSFWBL,SEO,Chrome,F,28,1372577436,1
10523,282290,02/07/2015 12:27 AM,04/05/2015 5:49 PM,83122,41,RBZGOACDBJIOI,Ads,Chrome,M,49,1837264748,1
103203,94552,06/11/2015 1:48 AM,07/31/2015 12:56 PM,72668,32,EPVQPCFVSFHVC,Ads,Safari,M,30,1703062368,1
90228,86482,05/29/2015 6:29 PM,06/26/2015 7:39 PM,40390,48,DZZFNTOGMUZJI,Ads,FireFox,M,43,334868985.7,1
117706,204537,04/08/2015 9:34 PM,07/02/2015 10:12 AM,121718,35,VQHBMARBIBFIF,Ads,Opera,M,25,426339975.5,1
7158,1847,03/02/2015 10:05 AM,05/23/2015 8:13 PM,118688,34,RUAVPJZTJBCBL,Direct,IE,F,27,3134543860,1
118510,273165,05/01/2015 8:29 PM,07/23/2015 4:56 AM,118587,34,LFHZNGUCTARMG,SEO,FireFox,M,31,1204289055,1
63213,358971,07/21/2015 11:08 AM,08/10/2015 1:27 PM,28939,22,XUQOBWXLDEWPR,SEO,Chrome,M,37,323946068.7,1
106842,207358,05/10/2015 4:36 PM,07/08/2015 11:56 AM,84680,21,CEKLATIVJXKYK,Direct,Chrome,F,34,537790612.4,1
11905,277545,01/18/2015 3:07 AM,02/19/2015 8:04 PM,47097,11,SFMVQYQVKGOXL,Direct,IE,M,31,319478095.7,1
54706,385281,05/15/2015 8:43 PM,09/02/2015 8:14 PM,158371,91,DLXJZQLMFWSLY,SEO,Chrome,M,35,1509166363,2
55690,181680,01/06/2015 6:24 AM,01/06/2015 6:24 AM,0,59,DRQWJVMBYXQIW,Ads,FireFox,F,28,1755258983,11
79829,399727,01/10/2015 5:38 AM,04/15/2015 9:35 AM,137037,19,NXDPWYYUPAHJP,SEO,Chrome,F,27,3576877555,1
85127,109102,06/07/2015 12:55 AM,08/21/2015 11:37 PM,109362,32,GETLYMRTANRCO,SEO,IE,M,28,3626286270,1
81331,392334,06/27/2015 1:18 PM,10/01/2015 9:57 AM,138039,11,GTBQSXXRJTAIT,Direct,Chrome,M,47,3162243491,1
24997,283923,02/08/2015 7:14 PM,06/03/2015 2:35 PM,165321,25,LEFUTCGHLVARE,Direct,IE,M,19,1030452112,1
28576,29095,02/05/2015 6:20 AM,03/26/2015 6:13 PM,71273,18,UVQDMBTXOHDST,SEO,Chrome,F,34,2344896892,1
64437,125679,06/01/2015 7:13 PM,08/18/2015 5:13 PM,112200,36,XCBPWULZKFPYL,Ads,Chrome,M,34,3317228954,1
136022,268050,06/10/2015 1:59 PM,07/05/2015 8:56 PM,36417,31,JDMPPJSZZEDZR,SEO,Chrome,F,29,1208759783,1
122895,173814,07/17/2015 7:15 PM,10/10/2015 3:14 AM,121439,46,XJNSPHECXTATR,Ads,FireFox,F,23,2654477405,1
7159,30211,08/07/2015 9:31 PM,08/16/2015 4:00 PM,12629,12,OVRKLRNFENEAG,Direct,IE,F,45,688861681.8,1
37536,376570,07/20/2015 3:57 AM,09/30/2015 4:40 PM,104443,44,JXYFKSXXTWSRS,Ads,Chrome,F,34,1758303308,1
139297,218334,02/26/2015 4:44 PM,05/19/2015 9:24 PM,118360,21,PCXLWFLOIKEWU,SEO,FireFox,M,31,806151539.2,1
148715,130584,07/07/2015 12:24 PM,07/13/2015 8:52 PM,9148,14,TORFBVSBIJYXD,SEO,FireFox,F,38,3285626366,1
46179,113589,01/18/2015 2:38 PM,01/23/2015 4:25 PM,7307,18,EEIXHKLBEOPSV,Direct,FireFox,M,20,410368879,1
138810,285486,04/01/2015 2:39 PM,07/21/2015 10:42 AM,159603,44,MBOMZYRNNEZBN,Direct,IE,M,34,589884829,1
48630,30692,02/13/2015 11:50 AM,05/20/2015 9:09 PM,138799,40,VQESBDWWIHPNY,SEO,Chrome,F,38,2755494906,1
68851,386064,08/13/2015 12:00 PM,08/14/2015 12:24 PM,1464,68,ZLTCXGJHPOKIK,Ads,Chrome,M,37,1448574057,1
15548,150868,07/06/2015 8:11 AM,09/14/2015 10:36 AM,100945,70,UPVIUNEJKCILX,Ads,IE,M,28,3125373220,1
117483,220115,08/08/2015 10:35 AM,12/02/2015 5:37 AM,166742,38,WYBYOEMRHRXGD,Direct,FireFox,M,26,2987452871,1
19635,84965,01/14/2015 4:06 PM,03/25/2015 1:40 PM,100654,35,FOIJAZUYYJTYV,Ads,IE,M,26,1450952394,1
129686,263288,01/17/2015 10:26 PM,05/08/2015 4:16 AM,158750,48,WAENJVECACOEO,SEO,Chrome,M,19,1118396068,1
127090,371633,07/22/2015 3:28 AM,09/04/2015 2:54 AM,63326,75,QLJVJIOXIDTIH,Ads,Safari,F,23,2935813929,1
79962,251500,08/16/2015 5:27 AM,11/02/2015 10:04 PM,113317,67,VKADOSEERUYWB,SEO,Chrome,M,32,3232709436,1
78410,372437,08/14/2015 1:57 PM,10/03/2015 1:03 AM,71226,25,AXOUTNTTPKRQE,SEO,Chrome,F,22,209688980.4,1
36160,261039,08/07/2015 9:51 PM,09/16/2015 6:41 AM,56690,48,IJRFGIZXYAHWM,Ads,FireFox,F,35,1935634845,1
19963,53214,06/15/2015 2:13 PM,09/03/2015 11:24 AM,115031,34,GFFJHXMZTTLCX,SEO,Chrome,F,37,21437236.44,1
25330,351771,01/08/2015 9:19 AM,02/13/2015 10:42 AM,51923,42,VEPKJSQGODCPW,SEO,FireFox,M,39,1453946293,1
117930,186605,01/02/2015 11:39 PM,01/02/2015 11:40 PM,1,19,VOZBUVAHONAOL,SEO,IE,M,38,3629014909,8
44812,38579,03/24/2015 1:14 AM,07/09/2015 9:46 AM,154592,55,LIRCVLRZCANOS,Ads,IE,M,31,1483518051,1
37037,344181,05/08/2015 4:52 PM,05/13/2015 8:19 PM,7407,54,BGZLSYTEBIXCF,Ads,FireFox,M,28,875962031.7,1
82393,284839,05/21/2015 9:48 PM,07/07/2015 3:10 PM,67282,28,BBNVPVNEIYHWX,Ads,Chrome,M,28,3653926521,1
33321,41085,03/18/2015 8:41 AM,07/04/2015 9:17 PM,156276,22,LQNOHUAIYTEPR,Ads,FireFox,M,33,1425110070,1
74939,178042,07/28/2015 9:26 AM,11/11/2015 10:08 PM,153402,36,XVCDZUFBXKIVO,SEO,Chrome,F,24,2247188391,1
149326,36360,02/01/2015 4:12 AM,05/14/2015 6:43 PM,147751,16,TNOIIBQTQVNMT,SEO,IE,M,39,2379271557,1
13910,71525,02/09/2015 4:48 PM,04/08/2015 3:21 AM,82713,14,WENNLJYHVVSCR,SEO,IE,F,42,580637786.6,3
119341,53115,05/06/2015 12:29 AM,08/05/2015 4:16 AM,131267,13,IDNFAYZAFLOZE,Direct,FireFox,M,38,2422075890,2
89719,320708,02/10/2015 5:24 PM,06/08/2015 9:53 AM,169469,79,FEBXKDXZUKVUC,SEO,IE,M,37,22485731.85,1
406,287604,05/05/2015 10:11 AM,05/20/2015 8:51 PM,22240,33,ESPIOAHPTLQMI,Ads,IE,F,45,3660745517,1
125066,33288,02/21/2015 2:24 AM,03/04/2015 3:39 PM,16635,9,DHFVRFFITNXWM,Direct,FireFox,F,33,1125896623,1
4595,222663,06/09/2015 8:56 PM,09/23/2015 12:42 AM,151426,30,QJZQROOZVRYQS,Direct,Safari,M,45,1205700692,2
88873,174063,06/15/2015 4:20 AM,07/06/2015 12:25 AM,30005,12,HRHNUGZBDXPKE,SEO,Chrome,M,27,3165090511,1
105613,90636,03/23/2015 7:01 AM,06/27/2015 8:11 AM,138310,13,OXHAPMRTDAUQM,SEO,IE,F,20,2087236735,1
62518,110921,04/09/2015 3:42 PM,07/10/2015 1:41 PM,132359,30,RTTGZBSNIZQOZ,Ads,IE,F,30,459432632.2,1
55986,184083,02/16/2015 3:25 AM,03/20/2015 10:55 PM,47250,16,XTSZHXVMFZBSR,SEO,IE,M,41,2207410285,1
148000,184404,04/02/2015 11:47 AM,05/25/2015 11:10 AM,76283,22,JGELBQTYJXMUN,SEO,IE,M,49,4239052370,1
102234,399486,01/18/2015 7:43 PM,05/14/2015 12:49 PM,166626,50,IXMDPXKAAVDKF,SEO,Chrome,F,39,2339194400,1
113309,292552,06/28/2015 12:09 AM,07/17/2015 7:46 PM,28537,42,CVJALLRUGESXU,Ads,FireFox,F,57,3308953578,2
97846,245276,06/14/2015 8:11 PM,09/14/2015 3:32 PM,132201,29,GWPOJDLLMFLOD,Ads,IE,M,47,927490351.1,1
134133,188911,04/17/2015 12:04 AM,06/07/2015 2:29 PM,74305,45,FBRAQXJBQOAXV,SEO,FireFox,M,58,2659022775,1
149723,250002,06/12/2015 1:01 AM,08/31/2015 12:16 AM,115155,18,BZWQWDOOGYWVX,Ads,Chrome,M,48,1920543349,1
148112,288149,07/07/2015 6:26 AM,08/12/2015 11:17 PM,52851,58,SGQSVTIYQHDCG,Ads,Chrome,M,37,257081022.5,1
26090,230188,07/15/2015 11:11 PM,09/05/2015 4:19 AM,73748,55,OIEWZALNENKGV,SEO,FireFox,M,20,1340224546,1
110027,268167,08/08/2015 12:02 PM,09/22/2015 1:28 AM,64166,33,KWAWOLCWYJDEA,SEO,Safari,M,43,359580210.3,1
15525,374456,02/27/2015 9:04 AM,05/15/2015 1:02 AM,110398,33,DFAUWCQBBWWEI,Direct,IE,M,43,3515861249,1
131867,388354,06/23/2015 10:41 PM,07/12/2015 4:30 AM,26269,56,ZOVSFXJNGTGQM,SEO,FireFox,M,48,2637719616,1
94655,85884,01/03/2015 5:45 PM,04/11/2015 6:34 AM,140449,18,GURTHYXRRAAMQ,SEO,IE,F,25,2343173522,1
111534,82752,04/07/2015 4:05 PM,04/18/2015 8:12 AM,15367,20,GUXXALUBNTKEJ,SEO,Chrome,M,37,2017152406,2
88856,320185,06/19/2015 6:13 AM,08/01/2015 2:16 AM,61683,25,ZWAYXOLQKMAJR,Ads,Chrome,M,41,686543272.1,1
61939,187247,03/01/2015 9:02 AM,04/22/2015 7:37 AM,74795,30,MYFYYYIVZHZQP,Ads,IE,F,18,2003344884,1
125555,177364,04/27/2015 3:24 PM,05/10/2015 1:31 AM,17887,69,OMIPBLQDPGEKK,Direct,FireFox,M,21,2222912403,1
46918,128257,01/11/2015 5:20 AM,01/11/2015 5:20 AM,0,22,COWUDCKZNZSUB,Direct,Chrome,F,41,583381007.3,6
70677,149703,05/27/2015 9:40 AM,09/16/2015 3:53 PM,161653,61,BODQYDRYWCQXM,Ads,IE,M,23,3443173316,1
59344,267660,04/09/2015 4:40 PM,04/12/2015 6:01 PM,4401,22,HFLDWRCIPYSEB,SEO,Chrome,M,38,3819930106,1
104162,216215,01/09/2015 9:22 AM,01/09/2015 9:22 AM,0,40,VFCDOALISXNHX,Ads,Safari,M,30,3389698916,9
20798,336592,02/25/2015 8:17 PM,05/29/2015 12:14 AM,132717,24,PSCWWWMQXMVLF,Ads,Chrome,M,33,1965719711,1
136359,97775,02/17/2015 4:05 AM,05/25/2015 7:46 AM,139901,16,APGQGWCQKAQXZ,SEO,Chrome,M,42,30817193.82,1
65334,359861,05/12/2015 10:23 PM,06/26/2015 8:01 AM,63938,9,JHAVBHQREJSCW,Ads,Chrome,M,47,3769040619,1
65736,124474,08/18/2015 12:12 AM,10/26/2015 3:37 AM,99565,12,FREUSMGAUXLVD,SEO,IE,M,19,2078689645,1
115278,248334,05/23/2015 5:42 AM,07/20/2015 11:35 AM,83873,48,IEVUUCXNUVOSU,Direct,FireFox,F,27,2414448874,1
112119,298674,03/04/2015 9:10 PM,06/30/2015 10:04 PM,169974,9,YRZGFIXCVRGJU,Ads,Safari,M,49,512173966,1
